category,status,goal,funded percentage,duration
Film &amp; Video,successful,6000,1.1605,30
Theater,successful,500,1.99,10.02
Music,failed,820,0.012195122,30
Film &amp; Video,failed,30000,0.04,60
Music,successful,2000,1.10505,30
Technology,failed,3000,0.05,90.04
Fashion,failed,10000,0.0075,60
Comics,failed,2500,0.176,90.04
Music,successful,2800,1.1375,45.04
Theater,failed,4000,0.185,22.45
Film &amp; Video,failed,10000,0.001,64.36
Fashion,successful,1500,1.516666667,30.06
Publishing,failed,1000,0,7
Technology,failed,1000,0.075,30
Music,successful,1500,1,25.98
Photography,failed,1200,0.450833333,30
Music,successful,3501,1.202227935,35
Music,successful,1000,1.24,51.08
Dance,successful,2999,1.010003334,57.54
Film &amp; Video,successful,2500,1.138,44.92
Music,successful,500,2.074,30
Film &amp; Video,successful,30000,1.0367,73.32
Film &amp; Video,failed,20000,0.01,59.53
Music,successful,2000,1.015,48.89
Music,successful,3000,1.033333333,30
Film &amp; Video,failed,12000,0.04875,88.36
Music,successful,2000,1.058,50
Film &amp; Video,successful,5000,1.0452,42.12
Film &amp; Video,successful,35000,1.068571429,29.96
Art,failed,5000,0.07564,30
Publishing,successful,8000,1.20625,35.47
Fashion,failed,4500,0,29.96
Film &amp; Video,successful,8000,1.013625,30
Film &amp; Video,failed,1500,0.033333333,30
Film &amp; Video,failed,5000,0.02,60
Publishing,successful,2000,1.137665,13.99
Music,failed,3500,0.038571429,13.6
Publishing,successful,750,1.133333333,44.96
Music,failed,1000,0.355,90
Technology,failed,2850,0.000701754,30
Food,failed,10000,0.1277,30
Film &amp; Video,successful,20000,1.338856,30
Music,successful,2500,1.7204,29.96
Food,failed,20000,0.03355,27.32
Music,failed,2500,0.02,30
Design,successful,4000,1.00375,29.97
Music,failed,4500,0.111111111,40.04
Art,successful,600,1.1,28
Music,failed,2000,0.1625,41.23
Music,failed,3500,0.037142857,62.56
Games,failed,8000,0.029375,30
Publishing,successful,2500,1.114,50.13
Film &amp; Video,failed,3000,0,25
Music,successful,3000,1.106666667,89.93
Theater,successful,2500,1.0404,40
Music,successful,1100,1.309090909,44.96
Music,failed,5000,0.292,30
Publishing,failed,1200,0,29.96
Games,failed,6200,0.002580645,30
Publishing,successful,5000,1.071,30
Film &amp; Video,successful,3000,1.083333333,30.04
Film &amp; Video,successful,1500,1.238666667,60.09
Games,successful,2200,2.453409091,45
Art,successful,5500,1.023636364,20.82
Music,successful,4000,1.009,89.31
Art,successful,10000,1.1504,57.22
Music,failed,1200,0.309166667,60.96
Theater,failed,10000,0.014,48.93
Theater,successful,3000,1.368666667,42
Theater,successful,3000,2.189666667,40
Art,failed,2500,0.012,60.11
Theater,successful,8000,1.134625,51.87
Theater,successful,2000,1.089,30
Music,successful,1000,1.052,34.15
Theater,failed,5000,0.0002,31.93
Music,successful,8000,1.09759625,53.46
Music,failed,7000,0.031428571,60
Design,failed,6000,0.357666667,31
Fashion,failed,3000,0.363333333,60.04
Food,successful,20000,1.161325,37.51
Film &amp; Video,failed,50000,0.0311,41.46
Theater,successful,5000,1.0304,23.36
Music,successful,4000,1.1106925,60.04
Photography,successful,1500,1.43066,30
Film &amp; Video,failed,35000,0.000457143,40
Food,successful,18000,1.091111111,30
Music,successful,1500,2.164,32
Fashion,failed,3000,0,41.23
Film &amp; Video,successful,15000,1.8534,47.32
Film &amp; Video,successful,650,1.318461538,30
Technology,successful,5000,1.26876,31.61
Art,successful,750,1.773333333,20.96
Music,successful,550,1.056363636,88.56
Food,successful,8000,1.337,30.96
Film &amp; Video,failed,5000,0.015,30
Art,successful,500,1.285,10
Publishing,failed,7500,0,60.04
Film &amp; Video,failed,50000,0.0025,60
Publishing,failed,3000,0.068666667,89.96
Art,successful,1500,1.234073333,21
Film &amp; Video,successful,7000,1.111571429,45
Film &amp; Video,failed,1000,0.025,32
Film &amp; Video,failed,5000,0,29.96
Film &amp; Video,failed,1450,0,35
Music,successful,3500,1.941714286,33.92
Art,failed,3777,0.020916071,30
Theater,failed,7500,0.070933333,29.96
Film &amp; Video,successful,2700,1.051111111,45
Music,failed,10000,0.006,41.04
Games,failed,500,0.16,45.04
Music,successful,10000,1.1097,30
Games,failed,10000,0.1411,30.04
Publishing,failed,3000,0.023333333,81.92
Art,failed,3500,0.172857143,30
Film &amp; Video,failed,20000,0,60
Photography,failed,1200,0.066666667,91
Music,failed,8000,0.08125,30
Music,failed,5000,0.3946,43.4
Publishing,failed,800,0.0625,65.9
Art,failed,4500,0.501111111,59.83
Dance,failed,1700,0.297058824,14.81
Music,successful,5500,2.947272727,48.96
Film &amp; Video,failed,4000,0.89,30
Film &amp; Video,failed,5000,0.237,89.5
Music,failed,8000,0.16375,30.04
Film &amp; Video,successful,2000,1.025,45
Film &amp; Video,successful,800,1.13125,47.68
Music,failed,3000,0,30
Music,failed,1000,0,29.96
Music,successful,2000,1.035,30
Art,failed,1000,0.005,30
Theater,successful,10000,1.0305,30
Film &amp; Video,successful,7000,1.162071429,31.57
Fashion,successful,10000,1.114311,60.04
Fashion,successful,8000,1.187375,29.03
Music,successful,4500,1.273777778,38.02
Design,failed,3200,0,30.04
Publishing,failed,2000,0.0275,29.54
Publishing,failed,5000,0,60.04
Art,successful,2250,1.04672,30.06
Publishing,failed,3500,0.027142857,30
Film &amp; Video,failed,4000,0.025,45.95
Dance,successful,10800,1.109259259,30
Music,failed,1500,0,84.83
Publishing,failed,3000,0.011666667,36.38
Music,successful,20000,1.4,60
Film &amp; Video,successful,10000,1.002,62.88
Theater,successful,5000,1.0318,45
Music,successful,2800,1.210714286,30
Food,successful,2000,1.6455,29.11
Theater,failed,3000,0.097333333,39.96
Film &amp; Video,failed,8000,0.0125,29.96
Games,failed,5500,0.023818182,45.04
Film &amp; Video,successful,2500,1.106,26.6
Comics,successful,16000,1.133188125,45
Film &amp; Video,failed,10000,0.0316,59.64
Games,failed,7000,0.318285714,60.04
Music,failed,35000,0,30.04
Music,failed,5000,0.1802,29.96
Music,successful,23500,1.058277021,60
Art,failed,30000,0.1195,31.31
Art,successful,3000,1.27,28.97
Film &amp; Video,successful,2500,1.486,70.63
Fashion,failed,2700,0.131851852,30
Music,successful,3500,1.217525714,33
Film &amp; Video,successful,3000,1.046666667,30
Music,failed,5000,0.2554,89.52
Art,successful,3000,1.467,21
Publishing,successful,9750,1.526154872,31
Games,failed,50000,0.02028,60
Music,failed,2000,0,89.97
Music,failed,1600,0,29.96
Music,successful,5500,1.664349091,65
Food,successful,12000,1.112625,23.96
Music,successful,12000,1.171666667,60
Music,failed,1200,0.008333333,60.04
Music,successful,35000,1.629714286,59.96
Food,failed,5260,0.069391635,59.96
Art,successful,900,1.077777778,30
Design,failed,32000,0.005625,42.99
Music,successful,3000,1.072666667,51.32
Music,failed,15000,0.087671333,30
Art,failed,50000,0.0125,89.38
Film &amp; Video,failed,15000,0.014333333,89.73
Film &amp; Video,failed,12500,0.048,66.34
Film &amp; Video,successful,2280,1.149561404,26.21
Publishing,failed,5827,0,30
Film &amp; Video,failed,10000,0.0325,30.96
Film &amp; Video,successful,3000,1.183333333,33.13
Music,successful,2000,1.43,31
Art,successful,12250,1.033785306,29.96
Art,failed,500,0.122,6.31
Dance,failed,5500,0.056363636,45.04
Film &amp; Video,failed,7500,0.390266667,30
Film &amp; Video,successful,25000,1.0652,30
Film &amp; Video,failed,15000,0,59.96
Publishing,failed,25000,0.0006,30
Theater,successful,750,1.093333333,16.89
Music,successful,8000,1.31822125,40
Photography,successful,3000,1.509666667,29.96
Music,successful,2000,1.9375,32.04
Art,successful,799,1.055068836,20
Theater,successful,2500,1.078,31
Art,failed,1200,0.289166667,20.14
Comics,failed,5000,0.065,90
Publishing,successful,2000,1.0215,30
Music,successful,1200,1.029166667,59.31
Film &amp; Video,failed,5000,0.114,60
Film &amp; Video,successful,25000,1.00688,6.42
Food,successful,20600,1.100005825,46.26
Music,successful,5000,1.651422,32.1
Music,successful,2000,1.895,48.47
Music,successful,5900,1.007062712,20
Dance,successful,2500,1.078,38.06
Publishing,successful,2500,1.123908,80.54
Film &amp; Video,successful,8880,1.038738739,40.04
Design,successful,1150,1.086956522,40
Comics,successful,8250,1.203172121,31
Publishing,successful,8000,1.15312625,29.96
Publishing,failed,10000,0.0301,46.35
Film &amp; Video,successful,5000,1.018,30
Film &amp; Video,failed,25000,0.0056,78.86
Theater,successful,2000,1.2405,24.66
Publishing,failed,4750,0.031578947,59.96
Film &amp; Video,failed,15000,0.153066667,61.24
Music,successful,5000,1.056354,30.04
Games,successful,1500,1.16068,30.94
Music,failed,5000,0.099,60
Publishing,successful,2000,1.5835,21.55
Film &amp; Video,successful,1000,1.5,15
Film &amp; Video,failed,11500,0.336347826,30
Film &amp; Video,failed,15000,0.0998,50
Music,successful,2000,1.035,30
Film &amp; Video,failed,8000,0.315125,30
Film &amp; Video,failed,4500,0.244666667,60
Film &amp; Video,failed,25000,0.0012,90
Fashion,failed,7000,0.047285714,90.96
Film &amp; Video,failed,600,0.041666667,9.06
Theater,successful,1000,1.041,55.22
Art,successful,1200,1.105,45.22
Fashion,failed,1000,0.165,30
Film &amp; Video,failed,1000,0.26,32.03
Film &amp; Video,successful,2000,1.15266,30
Comics,failed,10000,0.004,29.75
Comics,failed,8000,0,45
Film &amp; Video,failed,20000,0,45.56
Publishing,failed,3000,0.297,40
Music,successful,2750,1.009090909,18.11
Film &amp; Video,failed,3500,0.218571429,59.98
Music,successful,2000,1.0085,35.2
Music,failed,20000,0.21725,40.54
Music,successful,12000,1.066666667,50.88
Film &amp; Video,successful,20000,1.1339,33.51
Music,successful,6000,1.021,30.02
Publishing,successful,2200,1.166818182,30
Film &amp; Video,successful,5500,1.067272727,36.26
Publishing,successful,2000,1.015665,61.36
Film &amp; Video,successful,2000,2.00005,79.48
Music,successful,1500,1.05674,45.04
Music,successful,1500,1.13,55.29
Art,successful,8000,1.10475,40.4
Film &amp; Video,failed,3000,0.158333333,30.04
Film &amp; Video,failed,30000,0.017166667,40
Art,successful,1500,1.056666667,50.05
Music,successful,1500,1.283333333,21
Film &amp; Video,failed,15000,0.028666667,30
Comics,successful,4500,3.452777778,30
Music,failed,50000,0,30
Film &amp; Video,successful,925,1.108108108,39.16
Film &amp; Video,failed,10000,0.0227,60.96
Publishing,failed,3000,0.003333333,30
Art,successful,3500,1.833142857,30
Technology,failed,43000,0.000255814,60
Theater,successful,10000,1.288,29.02
Music,successful,3000,1.311,37.93
Film &amp; Video,successful,15000,1.048174667,24.1
Art,failed,5000,0.260848,30
Music,successful,6000,1.007833333,30
Music,successful,1500,1.236666667,37.38
Publishing,failed,1500,0,48.15
Film &amp; Video,successful,5999,1,28.8
Publishing,failed,2500,0.4672,90.96
Games,successful,2000,1.1375,89.94
Film &amp; Video,successful,10000,1.1376,50.2
Technology,failed,25000,0.08288,30
Design,successful,6000,1.2935,30
Music,successful,2000,1.011995,30
Music,successful,2000,1.1405,59.96
Theater,successful,600,1.876666667,27.97
Music,failed,6000,0.003333333,31.97
Comics,failed,16000,0.461915625,90.04
Music,successful,1500,1.587333333,40.96
Music,failed,5000,0.062,35.32
Music,successful,2000,1.1,32.22
Film &amp; Video,successful,1400,1.004285714,45.04
Music,failed,8000,0.169375,65.04
Film &amp; Video,successful,2750,1.021818182,7.42
Publishing,successful,2000,1.1265,60
Music,failed,10000,0.0055,90.96
Fashion,failed,5500,0.143090909,89.07
Music,failed,10000,0.445419,35
Design,successful,1000,1.421,29.14
Theater,successful,1000,1.8955,50.96
Publishing,successful,750,1.601333333,71.53
Theater,successful,3500,1.062857143,46
Film &amp; Video,failed,7500,0.104,89
Publishing,failed,2500,0.014,89.57
Music,successful,500,1.098,1.96
Publishing,failed,7300,0.151369863,60
Music,successful,500,2.86,17.62
Film &amp; Video,successful,5000,1.2758,71.99
Publishing,successful,15000,1.264733333,35.29
Film &amp; Video,successful,2000,1.25,13.88
Film &amp; Video,failed,1000,0.045,30
Film &amp; Video,failed,78000,0.000897436,57.37
Photography,successful,10000,1.1893,84.36
Film &amp; Video,successful,5500,1.246545455,30
Music,failed,2000,0.005,45.06
Fashion,successful,4000,1.02925,30
Publishing,failed,5000,0,60
Music,failed,3000,0.438333333,5.04
Design,failed,7500,0.271066667,39.55
Music,successful,3000,1.005,30
Music,successful,5000,1.2068,31.71
Music,failed,4400,0.046818182,30
Music,successful,6000,1.006833333,42
Film &amp; Video,failed,1500,0.366666667,89.71
Art,failed,3500,0.506091429,44.01
Music,successful,500,1.252,60
Film &amp; Video,failed,25000,0.18448,40
Music,successful,5000,1.201,30
Technology,failed,7318,0.003416234,34.04
Food,failed,15000,0.014133333,56.63
Theater,successful,4500,1.087777778,34.38
Film &amp; Video,successful,2000,1.2835,30
Music,failed,10000,0.3198,35
Music,failed,15000,0.013,60.04
Games,failed,10000,0.3796,31.17
Film &amp; Video,failed,100000,0,47.9
Theater,successful,600,1,20.99
Theater,successful,2000,1.1675,30
Publishing,failed,6000,0,30
Theater,failed,2000,0,30
Film &amp; Video,failed,500,0.32,60
Film &amp; Video,successful,2000,1.11346,30.04
Music,successful,5999.99,1.094335157,29.96
Film &amp; Video,failed,1500,0.148,14.12
Publishing,failed,25000,0,28
Film &amp; Video,failed,25000,0.0886,30
Technology,successful,5000,1.0242,30
Art,failed,1000,0,4.97
Music,successful,1000,1.005,30
Film &amp; Video,successful,2500,1.0008,71.1
Film &amp; Video,failed,10000,0.0021,30
Film &amp; Video,successful,5000,1.86,30
Music,successful,3000,1.053366667,31.84
Music,failed,5000,0.002,30
Film &amp; Video,successful,150000,1.415104867,59.96
Film &amp; Video,failed,11000,0.012363636,60.04
Art,successful,5000,1.15545,45
Theater,failed,3000,0,59.96
Music,failed,80000,0.014575,32
Art,successful,850,1.005141176,14.84
Design,failed,50000,0.05206,45
Film &amp; Video,failed,7250,0.113241379,20.96
Music,successful,2500,1,59.04
Music,successful,2000,1.031,34
Comics,failed,7000,0,90.04
Music,failed,3000,0,30
Film &amp; Video,failed,10000,0.0075,39.8
Music,failed,10000,0.0005,90.96
Games,failed,4000,0.0075,50
Music,successful,1000,1.225,30
Film &amp; Video,failed,50000,0,30
Film &amp; Video,failed,22000,0.001590909,29.96
Publishing,successful,750,1.689333333,45.9
Film &amp; Video,failed,2000,0.057425,16.9
Film &amp; Video,successful,5000,1.08,44.76
Film &amp; Video,failed,12000,0.035916667,45
Fashion,failed,6000,0.118,29.96
Art,failed,700,0.001428571,54.87
Film &amp; Video,successful,12000,1.03972,30.51
Film &amp; Video,failed,35000,0.109914286,35
Art,successful,700,1.312528571,30
Games,successful,550,1.826018182,15.14
Film &amp; Video,successful,11000,1.024272727,30
Publishing,failed,25000,0.0186,38
Film &amp; Video,successful,2500,1.2116,31.96
Publishing,failed,895,0.121787709,30
Music,successful,2000,1.661,28.09
Art,successful,500,1.16,60.04
Film &amp; Video,successful,8000,1.05824375,66.69
Photography,failed,9000,0.004,30
Music,failed,10000,0.4327,30
Music,successful,5000,1.205622,31.96
Food,failed,35000,0.000714286,45
Music,failed,10000,0,34.53
Publishing,failed,1000,0.1,30
Music,failed,4700,0.323946809,60.04
Theater,failed,1500,0.266666667,19.71
Film &amp; Video,successful,1000,3.605,17.65
Film &amp; Video,failed,750,0,44.99
Publishing,failed,4000,0.00875,60.04
Comics,successful,1200,1.169166667,50.23
Fashion,successful,6000,1,29.95
Design,failed,1000,0,58
Design,successful,18000,1.199833889,30.04
Music,failed,8000,0.0175,91
Art,successful,2500,1.0422,30.96
Publishing,successful,1000,1.201,16.94
Film &amp; Video,successful,8800,1.189969318,51.79
Comics,successful,2000,1.518,44.96
Film &amp; Video,failed,50000,0.36596,60
Publishing,successful,500,1.53,30
Design,failed,15000,0.000333333,30
Music,successful,1600,1,30
Publishing,failed,5000,0,20.04
Film &amp; Video,successful,7000,1.071428571,75
Design,failed,5700,0.070175439,21.92
Music,successful,3000,1.080333333,44.96
Film &amp; Video,successful,5000,1.0114,70.94
Fashion,successful,4000,1.064,30
Film &amp; Video,successful,3250,1,51.99
Film &amp; Video,successful,104000,1.10018375,34.49
Film &amp; Video,successful,18000,1.039333333,36.5
Film &amp; Video,failed,5000,0,59.96
Film &amp; Video,successful,7500,1.002,25
Games,successful,5000,1.0522,60
Film &amp; Video,successful,8000,1.016875,64.03
Film &amp; Video,failed,3000,0.086666667,24
Theater,failed,4500,0,29.91
Publishing,failed,1600,0.095,30
Art,failed,1700,0,35.27
Music,successful,8000,1.00125,21
Music,successful,1000,1.4,30
Design,failed,1000,0,28.1
Photography,failed,2000,0.1275,25.59
Fashion,failed,600,0.1,45
Film &amp; Video,successful,2750,1.113174545,30
Art,failed,2500,0.052,41.06
Design,successful,20000,1.2300735,60
Music,failed,5190,0,34.53
Film &amp; Video,failed,10000,0,30
Film &amp; Video,successful,15000,1.045666667,30
Music,successful,10000,1.2,65
Film &amp; Video,failed,5000,0.7112,40
Food,successful,5000,1.009602,45
Art,failed,2000,0.2175,30
Dance,failed,3300,0.015151515,54.73
Dance,successful,2700,1.188888889,30
Film &amp; Video,failed,5500,0.320181818,30
Film &amp; Video,successful,5399,1.076353028,60
Design,successful,4000,1.069,45
Publishing,failed,25000,0,53.15
Film &amp; Video,successful,5000,1.0452,20.96
Food,failed,25000,0.2522,45
Film &amp; Video,failed,65108,0.045985132,42
Film &amp; Video,successful,1000,1.121,7
Film &amp; Video,successful,3500,1.042902857,46.09
Film &amp; Video,successful,2200,1.041818182,30.25
Publishing,successful,3500,1.243714286,30
Design,failed,12350,0.089473684,31.04
Music,successful,5000,1.1102,29.96
Comics,successful,5700,1.099649123,31.96
Publishing,failed,2000,0,30
Music,failed,10000,0.0035,29.46
Comics,failed,5000,0.0292,30
Publishing,successful,550,1.076363636,30
Design,failed,1900,0.028947368,15
Fashion,failed,2000,0.01,33
Music,successful,12000,1.12507,29.96
Publishing,failed,20000,0,30
Theater,successful,3000,1.1,21.29
Comics,successful,7000,1.052217143,30
Film &amp; Video,successful,2000,1.24,10
Film &amp; Video,failed,25000,0.06028,90
Film &amp; Video,failed,30000,0.537133333,45
Film &amp; Video,failed,8000,0.13125,29
Art,successful,4000,1.1955,30
Music,failed,1000,0.041,30.04
Theater,successful,1700,1.029411765,30
Music,successful,25000,1.1896724,30.44
Film &amp; Video,successful,6000,1.069166667,40
Film &amp; Video,failed,1500,0,14.6
Dance,failed,5000,0.1442,50.01
Comics,successful,999,1.432222222,46.14
Music,failed,95000,0.002736842,45
Music,successful,8500,1.184705882,22.06
Music,successful,7000,1.192288571,30
Film &amp; Video,failed,1500,0,30
Theater,failed,20000,0,30
Publishing,failed,2500,0.03,39.93
Film &amp; Video,successful,15000,1.119,60.14
Publishing,failed,10000,0.0005,59.96
Music,successful,2300,1.130869565,31.96
Music,failed,550,0.254545455,30
Film &amp; Video,successful,1500,1.026666667,29.55
Music,successful,6500,1.031818462,65.96
Music,successful,5000,1.237,30
Film &amp; Video,successful,1000,1.161,30
Publishing,failed,25000,0,45
Film &amp; Video,successful,18000,1,44.96
Film &amp; Video,failed,3000,0.12,56.07
Film &amp; Video,failed,2500,0,65.11
Art,successful,7500,1.004,31.91
Film &amp; Video,successful,8000,1.05322125,35.04
Dance,successful,2200,1.059545455,57.27
Music,successful,16500,1.000915152,44.96
Music,failed,5000,0.2722,45
Music,failed,1500,0,15
Fashion,successful,3300,1.00030303,30
Film &amp; Video,failed,5000,0.0042,40.25
Music,successful,1500,1.085493333,61.15
Film &amp; Video,successful,12500,1.0564,30
Publishing,failed,9000,0.413111111,61
Film &amp; Video,successful,1500,1.473333333,40.04
Music,failed,2000,0.1,40.32
Music,successful,2200,1.265909091,30
Comics,successful,4750,1.424842105,30
Art,successful,3500,1,22.48
Publishing,successful,3000,1.003333333,65.41
Art,failed,500000,0.0008,60
Music,failed,20000,0.0001,60
Film &amp; Video,successful,500,1.02,30
Technology,failed,3000,0.094,30.04
Music,successful,5000,1.0934,60
Music,successful,10000,1.011211,30
Design,failed,5500,0.399636364,21
Film &amp; Video,failed,7000,0.185714286,90.96
Publishing,successful,1000,2.24,30
Film &amp; Video,failed,10000,0,30
Comics,failed,7000,0,30
Film &amp; Video,failed,50000,0.4958,50
Music,successful,1500,2.588666667,40
Film &amp; Video,failed,15000,0.44103,45.04
Music,failed,2000,0.02,31.76
Film &amp; Video,failed,3500,0.12132,40.21
Technology,failed,15000,0.006666667,31.98
Theater,successful,50000,1.0264198,90
Fashion,successful,900,1.027777778,31.96
Music,successful,1000,1.51,30
Music,failed,3500,0.06,60
Film &amp; Video,successful,4000,1.69975,89.04
Art,failed,12000,0.0025,51.92
Film &amp; Video,successful,7200,1.005138889,39.96
Music,successful,4000,1.007,30.54
Music,successful,2000,1.128,40.04
Fashion,failed,3500,0.036857143,40
Music,failed,6000,0.051,30
Music,successful,850,1.5,46
Film &amp; Video,failed,10000,0,45
Theater,failed,10000,0.3169,67.55
Theater,failed,4000,0,29.96
Film &amp; Video,failed,6000,0.005,29.96
Music,successful,1500,1.235333333,43.52
Theater,successful,2000,1.3425,21
Publishing,failed,3000,0.068333333,30
Photography,failed,9748.12,0,44.3
Music,successful,1700,1.041511765,30.7
Games,successful,1250,2.290288,30.04
Music,failed,7000,0.030048571,90
Film &amp; Video,failed,700,0.071428571,20
Music,successful,1000,1.01,45
Film &amp; Video,failed,5000,0.192,43.95
Design,successful,4000,1.05275,30
Dance,successful,3000,1.280333333,21
Publishing,successful,3000,1.237,29.96
Art,failed,4620,0.162337662,30
Publishing,failed,16000,0,61
Film &amp; Video,successful,7000,1.055714286,30.04
Music,successful,3000,1.027,30
Games,successful,9500,1.021157895,29.46
Film &amp; Video,successful,5000,1.0456,30
Games,failed,5000,0.1442,45.18
Film &amp; Video,failed,1000,0,6.35
Film &amp; Video,successful,5000,2.7116,36.53
Music,successful,2500,1.0912,34.13
Music,failed,3500,0.540571429,30
Technology,failed,10000,0.0316,40
Food,failed,30000,0,41
Fashion,failed,5200,0.026923077,59.96
Film &amp; Video,failed,8000,0.689,45
Art,successful,10000,1.0311,53.26
Fashion,failed,888,0.292792793,30.04
Theater,successful,20000,1.0375255,30
Music,successful,1500,1.086666667,30
Art,failed,5000,0.03,30
Publishing,failed,5000,0.013,30
Music,failed,5000,0.114,30
Theater,successful,1000,1.939,20.77
Film &amp; Video,successful,25000,1.0547196,30
Food,failed,6000,0.218333333,89.84
Music,failed,900,0.233333333,48.34
Music,successful,2500,1.415932,25.26
Music,successful,864,1.388900463,7.95
Photography,failed,3500,0,30
Theater,successful,800,1.125,30
Technology,failed,10000,0.3058,35
Photography,failed,5000,0.005,30
Film &amp; Video,failed,1000,0.28,59.96
Photography,successful,2000,1,89.93
Music,failed,6700,0.312985075,30
Film &amp; Video,successful,23000,1.043173913,28.58
Music,failed,14500,0.052068966,30
Music,failed,5000,0.0896,30
Comics,successful,10000,1.147416,62.23
Art,failed,10000,0.1039,60.04
Games,failed,5500,0.176545455,30
Film &amp; Video,failed,4500,0.045555556,30
Film &amp; Video,failed,3000,0.016666667,30.04
Publishing,failed,4000,0,60
Film &amp; Video,successful,12000,1.355833333,37.96
Film &amp; Video,successful,2500,1.246536,8.34
Music,successful,600,1.851166667,15.38
Theater,failed,3900,0,90.04
Publishing,failed,5000,0,29.96
Film &amp; Video,successful,20000,1.01899,35
Film &amp; Video,successful,5000,1.0642,35
Publishing,failed,5000,0.011,89.45
Film &amp; Video,successful,500,1.47,21
Music,successful,3000,1.026666667,40.46
Dance,successful,700,1.767142857,36
Music,failed,12000,0.161368333,55.95
Publishing,failed,6000,0,90.96
Games,successful,3500,1.062857143,37.48
Comics,failed,5000,0.183,51.1
Music,successful,5000,1.143268,42.37
Art,successful,850,1.094117647,24
Music,successful,2500,1.6,51.87
Music,successful,1111,1.390639064,30.19
Publishing,failed,800,0.125,30
Film &amp; Video,failed,3499,0.265790226,28.68
Film &amp; Video,successful,12000,1.0775,21
Film &amp; Video,failed,1500,0.150013333,60.04
Film &amp; Video,failed,25000,0.0104,36.96
Film &amp; Video,failed,3200,0.290625,30
Fashion,successful,5000,1.3466,30.04
Art,failed,670,0.526865672,7
Film &amp; Video,successful,4000,1.0055,39.82
Theater,successful,600,1.75,28.98
Music,successful,4000,1.05,45.04
Fashion,failed,1500,0,30
Film &amp; Video,failed,5000,0.423,43.8
Games,failed,3500,0.035714286,29.96
Film &amp; Video,successful,21000,1.030020476,81
Music,successful,5000,1.093,30
Film &amp; Video,failed,5000,0.351,60
Publishing,failed,2500,0.4908,42.04
Music,successful,3000,1.056666667,30
Film &amp; Video,successful,600,1.083333333,20
Film &amp; Video,successful,3000,1.003333333,23.75
Music,successful,1000,1.452,30
Games,successful,3000,3.145,88.87
Music,successful,1200,1.0625,31.24
Film &amp; Video,successful,2000,1.0875,60
Film &amp; Video,successful,9500,1.149578947,30
Film &amp; Video,successful,1200,1.525833333,25
Music,failed,10000,0.0096,89.5
Art,failed,10000,0.01,30
Music,successful,5000,1.125476,31
Film &amp; Video,failed,14000,0,60
Music,successful,5000,1.154992,40
Music,successful,40000,1.01488475,60
Publishing,failed,25000,0,90
Film &amp; Video,successful,7500,1.08,15
Film &amp; Video,successful,10000,1.05,27.47
Film &amp; Video,successful,1000,1.06,29.94
Fashion,failed,2500,0.154,21
Comics,successful,4000,1.27775,89.27
Music,failed,4999,0.038007602,30
Music,successful,1500,1.840666667,43.49
Film &amp; Video,successful,2000,1.51,45.96
Film &amp; Video,failed,3500,0.290285714,32.96
Publishing,failed,8975,0.337270195,30
Photography,successful,9636,1.603569946,36.62
Comics,successful,850,1.571764706,14.9
Technology,successful,5000,1.943302,29.95
Art,successful,800,1.2625,30
Music,successful,3000,1.01513,30
Food,failed,22000,0,45
Music,successful,4000,1.01475,85
Film &amp; Video,successful,700,1.085714286,14.01
Comics,successful,7000,3.030338571,40.76
Music,successful,8000,1.154625,28
Publishing,failed,6000,0.003333333,60
Dance,successful,3000,1.852666667,30
Music,successful,5000,1.016,31
Film &amp; Video,failed,1000,0,31.53
Art,failed,970,0.343814433,60.04
Film &amp; Video,failed,60000,0.0084,40
Film &amp; Video,successful,8000,1.061125,31.9
Film &amp; Video,successful,1100,1.028181818,16.21
Film &amp; Video,successful,600,1.15,15.22
Film &amp; Video,successful,12444,1.039002732,42.38
Film &amp; Video,successful,3000,1.027,29.65
Film &amp; Video,failed,21000,0.026666667,90.96
Publishing,successful,3500,1.033142857,30
Games,failed,2000,0.0975,60
Film &amp; Video,successful,1000,1.105,10.29
Film &amp; Video,successful,68000,1.034235294,15.13
Games,successful,13000,1.111313077,40
Photography,successful,7500,1.089333333,30
Food,successful,10000,1.1575,50.15
Publishing,failed,3000,0.006666667,30
Games,failed,75000,0.0004,34.11
Fashion,failed,11000,0.018181818,14
Food,successful,8000,1.62500125,34
Film &amp; Video,successful,3000,1.177333333,30
Film &amp; Video,successful,10000,1.100329,46.33
Design,successful,5000,1.01,44.94
Film &amp; Video,failed,5000,0.004,30
Fashion,successful,3000,1.532,30
Film &amp; Video,successful,10000,1.0195,10
Film &amp; Video,failed,25000,0,89.95
Music,successful,2500,1.542108,30
Fashion,failed,3950,0.043037975,35
Art,failed,700,0.518242857,40.04
Art,successful,3000,1.041666667,30.32
Music,successful,2000,1.0525,31
Music,successful,5000,1.3288,60
Music,successful,1500,1.219333333,45.23
Design,successful,500,1.726,33.14
Film &amp; Video,successful,20000,1.0065,43.45
Technology,successful,5000,2.35687,30.08
Music,successful,12000,1.01875,30
Music,successful,1100,1.168181818,51.41
Design,failed,2000,0.025,60
Fashion,successful,6000,1.016666667,31.46
Design,failed,4000,0.0175,30
Publishing,successful,1500,1.276,30
Theater,failed,3500,0,60.96
Fashion,failed,750,0.16,30
Theater,successful,700,1.057142857,7
Art,failed,5500,0.062727273,30
Film &amp; Video,successful,10000,1.0116,75
